,id,text,label
478,479,قدر تو نداند آن کز زجر تو بگریزد,saadi
479,480,ز کار و بار جهان گر شهیست عار آید,saadi
480,481,به شکرخنده لبت گفت مزادی طلبیم,hafez
481,482,دل بر نمک لبت کبابی,saadi
482,483,نیک نکردی که نکردی وفا,saadi
483,484,صبا گر چاره داری وقت وقت است,hafez
484,485,که ناز بر فلک و حکم بر ستاره کنم,hafez
485,486,محرم راز دل شیدای خود,hafez
486,487,نخل تناور کند ز دانه خرما,saadi
487,488,چون دوست گرفتی چه غم از دشمن خونخوار؟,saadi
488,489,رضا به حکم قضا اختیار کن سعدی,saadi
489,490,آن که هرگز بر آستانه عشق,saadi
490,491,صد پیرهن قبا کنم از خرمی اگر,hafez
491,492,گفتم نهایتی بود این درد عشق را,saadi
492,493,نیاید هیچ در چشمش به جز خاک سر کویت,saadi
493,494,که گرد بیهده کم گرد و بیشتر می‌گشت,saadi
494,495,هیچ است آن دهان و نبینم از او نشان,saadi
495,496,نماز شام به بام ار کسی نگاه کند,saadi
496,497,بی ماه مهرافروز خود تا بگذرانم روز خود,saadi
497,498,مکن که دست برآرم به ربنا ای دوست,saadi
498,499,در ازل داده‌ست ما را ساقی لعل لبت,hafez
499,500,مردم از قاتل عمدا بگریزند به جان,saadi
500,501,اگر چه موی میانت به چون منی نرسد,saadi
501,502,تشنه لب کردی و گردان را در آب انداختی,hafez
502,503,که روی چون قمرت شمسه‌ایست پرگاری,saadi
503,504,فالی به چشم و گوش در این باب می‌زدم,hafez
504,505,چون نیک بدیدم به حقیقت به از آنی,saadi
505,506,خال سرسبز تو خوش دانه عیشیست ولی,hafez
506,507,سعدی اگر زخم خوری غم مخور,saadi
507,508,بهشت روی من آن لعبت پری رخسار,saadi
508,509,قدمی که برگرفتی به وفا و عهد یاران,saadi
509,510,که کند حافظ از او دیده دل نورانی,hafez
510,511,چه خون که در دلم افتاد همچو جام و نشد,hafez
511,512,صاد قلبی ما تمشی زاد وجدی ما عبر,saadi
512,513,پندارم آن که با تو ندارد تعلقی,saadi
513,514,که من دلشده این ره نه به خود می‌پویم,hafez
514,515,اگر تو بر دل آشفتگان ببخشایی,saadi
515,516,آن چنان وهم در تو حیران است,saadi
516,517,که زهر از کف دست او نوش بود,saadi
517,518,اگر عداوت و جنگ است در میان عرب,saadi
518,519,نزدیک من آن است که هر جرم و خطایی,saadi
519,520,چند شاید به صبر پنهان داشت,saadi
520,521,چنین که از همه سو دام راه می‌بینم,saadi
521,522,تو را که هر خم مویی کمند داناییست,saadi
522,523,این چنین با همه درساخته‌ای یعنی چه,hafez
523,524,سوگند به جانت ار فروشم,saadi
524,525,وین بوالعجبی و چشم بندی,saadi
525,526,ای بادیه هجران تا عشق حرم باشد,saadi
526,527,باشد کز آن میانه یکی کارگر شود,hafez
527,528,آفتابیست که در پیش سحابی دارد,saadi
528,529,در روی زمین دگر نباشد,saadi
529,530,ندیده‌ام مگر این شیوه از پری آموخت,saadi
530,531,کس ندانم که در این شهر گرفتار تو نیست,saadi
531,532,شدم به رغبت خویشش کمین غلام و نشد,hafez
532,533, بی‌دل گمان مبر که نصیحت کند قبول,saadi
533,534,صورت خوب آفرید و سیرت زیبا,saadi
534,535,طوعا و کرها بنده‌ام ناچار فرمان می‌برم,saadi
535,536,من سالخورده پیر خرابات پرورم,hafez
536,537,که می‌برد به افق پرچم سپاه ظلام,saadi
537,538,که بر مجنون رود لیلی طویلست,saadi
538,539,یا جام باده یا قصه کوتاه,hafez
539,540,آدم صفت از روضه رضوان به درآیی,saadi
540,541,هیهات از این خیال محالت که در سر است,saadi
541,542,وصال توست اگر دل را مرادی هست و مطلوبی,saadi
542,543,سر ما و در میخانه که طرف بامش,hafez
543,544,افسر سلطان گل پیدا شد از طرف چمن,hafez
544,545,که پیش چشم بیمارت بمیرم,saadi
545,546, در سرای مغان رفته بود و آب زده,hafez
546,547,کارفرمای قدر می‌کند این من چه کنم,saadi
547,548,کاول نظر به دیدن او دیده ور شدم,saadi
548,549,هر جامه که عیار بپوشد کفن است آن,saadi
549,550,گوش کشیده است از آن گوش به من نمی‌کند,saadi
550,551,ناگهش سیل فنا نقش امل باطل کرد,hafez
551,552,شاهدش دیدار و گفتن فتنه اش ابرو و چشم,saadi
552,553,مصدق دارمت والله اعلم,hafez
553,554,نشاید کرد و آتش زیر سرپوش,saadi
554,555,بی‌حاصلست یارا اوقات زندگانی,saadi
555,556,به هر طریق که باشد اسیر دشمن را,saadi
556,557,خود نه زبان در دهان عارف مدهوش,saadi
557,558,هر که این روی ببیند بدهد پشت گریز,saadi
558,559,که نه قوت گریزست و نه طاقت گزندت,saadi
559,560,هر چند پیر و خسته دل و ناتوان شدم,hafez
560,561,ز ما گر طاعت آید شرمساریم,saadi
561,562,دوشم نوید داد عنایت که حافظا,hafez
562,563,شیرین لبان نه شیر که شکر مزیده‌اند,saadi
563,564,ماه و خورشید به منزل چو به امر تو رسند,hafez
564,565,آوازه درست است که من توبه شکستم,saadi
565,566,ای سخت کمان سست پیمان,saadi
566,567,باغبانان به شب از زحمت بلبل چونند,saadi
567,568,زین در دگر نراند ما را به هیچ بابی,saadi
568,569,گرم قرار نباشد که داغ هجران است,saadi
569,570,چون آدمی طمع نکند در سماحتش,saadi
570,571,قلب رقیق چند بپوشد حدیث عشق,saadi
571,572,سعدی به خفیه خون جگر خورد بارها,saadi
572,573,یک دمه دیدار دوست هر دو جهانش بهاست,saadi
573,574,باور از مات نباشد تو در آیینه نگه کن,saadi
574,575,آیینه‌ای طلب کن تا روی خود ببینی,saadi
575,576,بو که از لوح دلت نقش جهالت برود,hafez
576,577,که مستخلص نمی‌گردد بهاری بی زمستانی,saadi
577,578,پادشاهی کنم ار سایه به من برفکنی,hafez
578,579,پدرم نیز بهشت ابد از دست بهشت,hafez
579,580,چشمی و هزار دانه لولو,hafez
580,581, ز دلبرم که رساند نوازش قلمی,hafez
581,582,که پشه‌ای نبرد سنگ آسیایی را,saadi
582,583,پری رویا چرا پنهان شوی از مردم چشمم,saadi
583,584,ز اثر رنگ و بوی صحبت اوست,hafez
584,585,که علم عشق در دفتر نباشد,saadi
585,586,که سراپای بسوزند من بی سر و پا را,saadi
586,587,دیوار سرایت را نقاش نمی‌باید,saadi
587,588,غلام نرگس مست تو تاجدارانند,hafez
588,589,ساقی به مژدگانی عیش از درم درآی,hafez
589,590,لقد اطعت ولکن حبه آبی,saadi
590,591,مگر به درد دلی بازمانده‌ام یا رب,saadi
591,592,ای که با زلف و رخ یار گذاری شب و روز,hafez
592,593,داور دین شاه شجاع آن که کرد,hafez
593,594,مست است یار و یاد حریفان نمی‌کند,hafez
594,595,تو قلم نیستی که نیشکری,saadi
595,596,در عالم وصفش به جهانی برسیدم,saadi
596,597,باز با دلشدگان ناز و عتابی دارد,hafez
597,598,زهی سوار که صد دل به غمزه‌ای ببری,saadi
598,599,به شرط آن که ز مجلس سخن به در نرود,saadi
599,600,ور با تو بود دوزخ در سلسله آویزم,saadi
600,601,زهر اگر در مذاق من ریزی,saadi
601,602,با صبا همراه بفرست از رخت گلدسته‌ای,hafez
602,603,تن آسوده چه داند که دل خسته چه باشد,saadi
603,604,در آن شمایل مطبوع هیچ نتوان گفت,saadi
604,605,سوز عشقت ننشاند ز جگر جوش مرا,hafez
605,606,تا مگر زنده شوم زآن نفس روحانی,saadi
606,607,وین نباشد مگر آن وقت که رای تو بود,saadi
607,608,ندیده‌اند مگر دلبران بت رو را,saadi
608,609,ساقی به دست باش که غم در کمین ماست,hafez
609,610,وعده از حد بشد و ما نه دو دیدیم و نه یک,hafez
610,611,به زلف گوی که آیین دلبری بگذار,hafez
611,612,میان عیب و هنر پیش دوستان کریم,hafez
612,613, دیر آمدی‌ای نگار سرمست,saadi
613,614,که حکم آسمان این است اگر سازی و گر سوزی,hafez
614,615,تو دوستی کن و از دیده مفکنم زنهار,saadi
615,616,باز بر قامت زیبای تو چالاکترست,saadi
616,617,نام حافظ گر برآید بر زبان کلک دوست,hafez
617,618,ای بسا رخ که به خونابه منقش باشد,hafez
618,619,دوله القی بمن القی بروحی فی الخطر,hafez
619,620,زنهار سعدی از دل سنگین کافرش,saadi
620,621,دانی که چیست دولت دیدار یار دیدن,saadi
621,622,دانند عاقلان که مجانین عشق را,saadi
622,623,تا در این خرقه ندانی که چه نادرویشم,hafez
623,624,گر چه لایق نبود دست من و دامن تو,saadi
624,625,تا دم صبح قیامت نگران خواهد بود,hafez
625,626,مشکل به دست آرد کسی مانند تو شهباز را,saadi
626,627,تو خود ای گوهر یک دانه کجایی آخر,hafez
627,628,که نه این نوبت نخستینست,saadi
628,629,غبار راه طلب کیمیای بهروزیست,hafez
629,630,باری غرور از سر بنه و انصاف درد من بده,saadi
630,631,چو مور افتان و خیزان رفت باید,saadi
631,632,هر گه که گویم این دل ریشم درست شد,saadi
632,633,بار یاران بکش که دامن گل,saadi
633,634,صوفی نظر نبازد جز با چنین حریفی,saadi
634,635,سواد نامه موی سیاه چون طی شد,hafez
635,636,که بر گلبن گل سوری چنین زیبا نمی‌باشد,saadi
636,637,چاره ما هیچ نیست جز سپر انداختن,saadi
637,638, آخر ای سنگ دل سیم زنخدان تا چند,saadi
638,639,کاندر ازلم حرز تو بستند به بازوی,saadi
639,640,تکیه بر عهد تو و باد صبا نتوان کرد,hafez
640,641,که نه با تیر و کمان در پی او تاخته‌ای,saadi
641,642,مرا خیال کسی کز خیال بیرونست,saadi
642,643,چندان که تو می‌خوری ندیدم,saadi
643,644,مگر شمایل قد نگار من دارد,saadi
644,645,در همه شهر فراهم ننشست انجمنی,saadi
645,646,سعدیا بی وجود صحبت یار,saadi
646,647,مطربا مجلس انس است غزل خوان و سرود,hafez
647,648,اگر چه در پی ام افتند هر دم انجمنی,hafez
648,649,بو که صاحب نظری نام تماشا ببرد,saadi
649,650,وان ستمگر عزم هجران می‌کند,hafez
650,651,واجب کند که صبر کنی بر جراحتش,saadi
651,652,که ساقیان کمان ابرویت زنند به تیر,saadi
652,653,برای وصل گل آمد برون ز بیت حزن,hafez
653,654,سرمست درآمد از خرابات,saadi
654,655,که موسم طرب و عیش و ناز و نوش آمد,hafez
655,656,که با شکردهنان خوش بود سؤال و جواب,hafez
656,657,علی‌الخصوص که از دست یار زیباخوست,saadi
657,658,تو هم بازآمدی ناچار و ناکام,saadi
658,659,دمی با دوست در خلوت به از صد سال در عشرت,hafez
659,660,من جرب المجرب حلت به الندامه,hafez
660,661,خنک آن روز که در پای تو جان اندازم,saadi
661,662,هر چه کوته نظرانند بر ایشان پیمای,saadi
662,663, واعظان کاین جلوه در محراب و منبر می‌کنند,hafez
663,664,لیکن این حال محال است که پنهان ماند,saadi
664,665,بلا بگردد و کام هزارساله برآید,hafez
665,666,ای که ملامت کنی عارف دیوانه را,saadi
666,667,چو به منتها رسد گل برود قرار بلبل,saadi
667,668,سیمرغ ما چه لایق زاغ آشیان توست,hafez
668,669,مردم زیر زمین رفتن او پندارند,saadi
669,670,ای دل به هرزه دانش و عمرت به باد رفت,hafez
670,671,عمر من است زلف تو بو که دراز بینمش,hafez
671,672,ز من حکایت هجران مپرس در شب وصل,saadi
672,673,و از انتصاف آصف جم اقتدار هم,hafez
673,674,هم با تو گر ز دست تو دارم شکایتی,saadi
674,675,که بی رخ تو فروغ از چراغ دیده ندیدم,hafez
675,676, دلا بسوز که سوز تو کارها بکند,hafez
676,677,چون بخت نیک انجام را با ما به کلی صلح شد,saadi
677,678,بدان شمع خلوتگه پارسایی,hafez
678,679,در خرقه چو آتش زدی ای عارف سالک,hafez
679,680,نقش خیالی می‌کشم فال دوامی می‌زنم,hafez
680,681,ای که با سلسله زلف دراز آمده‌ای,hafez
681,682,ای خیال ار شبی از رهگذرم برخیزی,saadi
682,683,عشق و سودا و هوس در سر بماند,saadi
683,684,همیشه تا که بود متصل مسا و صباح,hafez
684,685,بیا بیا صنما کز سر پریشانی,saadi
685,686,تو به حال من مسکین به جفا می‌نگری,saadi
686,687,عمر به نقد می‌رود در سر گفت و گوی او,saadi
687,688,همی‌گفت این معما با قرینی,hafez
688,689,ساکن شود بدیدم و مشتاق‌تر شدم,saadi
689,690,ساقیان لاابالی در طواف,hafez
690,691,می دوساله و محبوب چارده ساله,hafez
691,692,می‌گشتم اندر آن چمن و باغ دم به دم,hafez
692,693,قصّةُ العشقِ لا انفصام لها,saadi
693,694,در عهد موسی می‌کند آواز گاو سامری,saadi
694,695,به دوستی که اگر زهر باشد از دستت,saadi
695,696,سیر نمی‌شود نظر بس که لطیف منظری,saadi
696,697, معلمت همه شوخی و دلبری آموخت,saadi
697,698,به دو چشم تو که گر بی تو برندم به بهشت,saadi
698,699,مدعیم گر نکنم جان نثار,saadi
699,700,تا با درخت گل بنشینم به بوی دوست,saadi
700,701,ور ببندی سر به در بر می‌زند,saadi
701,702,با طبیب نامحرم حال درد پنهانی,hafez
702,703,گر شما را نه بس این سود و زیان ما را بس,hafez
703,704,خاطرت کی رقم فیض پذیرد هیهات,hafez
704,705,کانجا که ارادت بود انکار نباشد,saadi
705,706, چه جرم رفت که با ما سخن نمی‌گویی,saadi
706,707,چه کنم پای بند احسانم,saadi
707,708,نظر به صفحه اول مکن که تو بر توست,saadi
708,709,زان جان و دلم همی فکار است,saadi
709,710,معاف دوست بدارند قتل عمدا را,saadi
710,711,باز کردند بامداد دری,saadi
711,712,تا وقت جان سپردنم اندر نظر بود,saadi
712,713,دلبری برگزیده‌ام که مپرس,hafez
713,714,ز من چو باد صبا بوی خود دریغ مدار,hafez
714,715,من با همه جوری از تو خشنودم,saadi
715,716,بر سر خوان لبت دست چو من درویشی,saadi
716,717,صفت یوسف نادیده بیان می‌کردند,saadi
717,718,مذاق حرص و آز ای دل بشو از تلخ و از شورش,saadi
718,719,به بام قصر برآ و چراغ مه برکن,hafez
719,720,خوشا کسی که در این راه بی‌حجاب رود,hafez
720,721, پای سرو بوستانی در گلست,saadi
721,722,تا در آن آب و هوا نشو و نمایی بکنیم,hafez
722,723,بزه کردی و نکردند مؤذنان ثوابی,saadi
723,724,اگر چه روی چو ماهت ندیده‌ام به تمامی,saadi
724,725,ایمنی از خروش من گر به جهان دراوفتد,saadi
725,726,به هیچ عارضه شخص تو دردمند مباد,hafez
726,727,چون نیفتد سخن در افواهم,saadi
727,728,شکنج گیسوی سنبل ببین به روی سمن,hafez
728,729,چرا که شیوه آن ترک دل سیه دانست,hafez
729,730,خفته بر سنجاب شاهی نازنینی را چه غم,saadi
730,731,دم عیسیست پنداری نسیم باد نوروزی,hafez
731,732,صلاح ما همه دام ره است و من زین بحث,hafez
732,733,شیرین بضاعت بر مگس چندان که تندی می‌کند,saadi
733,734,که نه تنها منم ربوده عشق,saadi
734,735,مگر آنست که با دوست به پایان آرند,saadi
735,736,سرو بین کاهنگ صحرا می‌کند,saadi
736,737,ز عقل اندیشه‌ها زاید که مردم را بفرساید,saadi
737,738,حاصل آن است که چون طبل تهی پربادم,saadi
738,739,کیست آن کش سر پیوند تو در خاطر نیست,saadi
739,740,خفتگان را خبر از محنت بیداران نیست,saadi
740,741,زمام خاطر بی‌اختیار من دارد,saadi
741,742,زاهدان معذور داریدم که اینم مذهب است,hafez
742,743,نتوانم که حکایت کنم الا به حضور,saadi
743,744,حدیث عقل در ایام پادشاهی عشق,saadi
744,745,روی تو بازار آفتاب شکسته‌ست,saadi
745,746,چو زر عزیز وجود است نظم من آری,hafez
746,747,این بار پرده از سر اسرار برگرفت,saadi
747,748,به اختیارت اگر صد هزار تیر جفاست,saadi
748,749,دست از طلب ندارم تا کام من برآید,saadi
749,750,به بوی زلف و رخت می‌روند و می‌آیند,hafez
750,751,دلارامی بدین خوبی دریغ ار مهربانستی,hafez
751,752,تا ندیدی گدای بازارش,saadi
752,753,دیده فتح ابد عاشق جولان تو باد,hafez
753,754,شاهد ما را نه هر چشمی چنان بیند که هست,saadi
754,755,مرا تا نقره باشد می‌فشانم,saadi
755,756,حافظ اندیشه کن از نازکی خاطر یار,hafez
756,757,شراب سلسبیل از چشمه نوش,hafez
757,758,صید بیابان عشق چون بخورد تیر او,saadi
758,759,کاش باری باغ و بستان را که تحسین می‌کنند,saadi
759,760,در بند تو افتادم و از جمله برستم,saadi
760,761,به که دیدن میان اغیارش,saadi
761,762,وین عجب کان وقت می‌گریم که کس بیدار نیست,saadi
762,763,من که باشم در آن حرم که صبا,hafez
763,764,چون رفت نیاید به کمند آن دم و ساعت,saadi
764,765,زان سوی بحر آتش اگر خوانیم به لطف,hafez
765,766,من گرفتار کمندم تو چه دانی که سواری,saadi
766,767,چون بر او باد صبایی می‌زند,saadi
767,768,چرا که حافظ از این راه رفت و مفلس شد,hafez
768,769,صورت سنگین دلی کشنده سعدیست,saadi
769,770,صوفی مجلس که دی جام و قدح می‌شکست,hafez
770,771,آنست آدمی که در او حسن سیرتی,saadi
771,772,هر چه خواهی کن که ما را با تو روی جنگ نیست,saadi
772,773,گویی چه شد کان سروبن با ما نمی‌گوید سخن,saadi
773,774,تا غباری ننشیند به دل خرم دوست,saadi
774,775,پرده بردار ای بهار و لاله و نسرین من,hafez
775,776,که باری من ندیدستم چنین گل در گلستانی,saadi
776,777,می‌نگفتم سخن در آتش عشق,saadi
777,778,از آن خوش است که امید رحمت فرداست,hafez
778,779,دیوان حساب و عرض منشور,hafez
779,780,آدمی در عالم خاکی نمی‌آید به دست,saadi
780,781,فریاد سعدی از دل نامهربان دوست,saadi
781,782,گرت معاونتی دست می‌دهد دریاب,hafez
782,783,گر باز کنند از شکن زلف تو تابی,saadi
783,784,گوشوار زر و لعل ار چه گران دارد گوش,hafez
784,785,تو بدین چشم مست و پیشانی,saadi
785,786, دولت جان پرورست صحبت آموزگار,hafez
786,787,که هیچ خلق نبینی به حسن و منظر خویش,saadi
787,788,درخت دوستی بنشان که کام دل به بار آرد,saadi
788,789,گفتم از آسیب عشق روی به عالم نهم,saadi
789,790,طرفه مدار اگر ز دل نعره بیخودی زنم,hafez
790,791, دریچه‌ای ز بهشتش به روی بگشایی,saadi
791,792,کار ما همچو سحر با نفسی افتاده‌ست,saadi
792,793,زین گلبنان هنوز مگر گل نچیده‌اند,saadi
793,794,هر ساعتی این فتنه نوخاسته از جای,saadi
794,795,فتنه انگیزی و خون ریزی و خلقی نگرانت,saadi
795,796,چراغ چون تو نباشد به هیچ خانه ولیکن,saadi
796,797,خیز و در کاسه زر آب طربناک انداز,hafez
797,798,زاهد بنگر نشسته دلتنگ,hafez
798,799,بتا چون غمزه‌ات ناوک فشاند,hafez
799,800,ای همه شکل تو مطبوع و همه جای تو خوش,saadi
800,801,امثال تو از صحبت ما ننگ ندارند,saadi
801,802,حق را به روزگار تو با ما عنایتی,saadi
802,803,حکمش رسد ولیکن حدی بود جفا را,saadi
803,804,بی دلی در همه احوال خدا با او بود,hafez
804,805,گونهٔ زردش دلیل ناله زارش گواست,hafez
805,806,نتواند که کند دعوی همبالایی,saadi
806,807, شکست عهد مودت نگار دلبندم,saadi
807,808,گلبن عیش می‌دمد ساقی گلعذار کو,hafez
808,809,نوبهار است در آن کوش که خوشدل باشی,hafez
809,810,من از تو روی نپیچم که شرط عشق آن است,saadi
810,811,من همی‌کردم دعا و صبح صادق می‌دمید,hafez
811,812,ز بانگ ناله من گوش چرخ کر می‌گشت,saadi
812,813,بریده‌اند لطافت چو جامه بر بدنش,saadi
813,814,فلا تفرد عن روضها انین حمامی,hafez
814,815,سیاه نامه‌تر از خود کسی نمی‌بینم,saadi
815,816,دریا در و مرجان بود و هول و مخافت,hafez
816,817, کس درنیامدست بدین خوبی از دری,saadi
817,818,میان عاشق و معشوق هیچ حائل نیست,saadi
818,819,آن که فکرش گره از کار جهان بگشاید,hafez
819,820,درخت ارغوان روید به جای هر مغیلانی,saadi
820,821,ای خواجه درد نیست وگرنه طبیب هست,hafez
821,822,محتسب گو تا ببیند روی دوست,saadi
822,823,ور شکایت کنم از دست تو پیش که برم,saadi
823,824,هرک اوفتاد مست محبت ز جام دوست,saadi
824,825,خطا نگر که دل امید در وفای تو بست,saadi
825,826,ورت خجالت سرو آرزو کند بخرام,saadi
826,827,آن سیل که دوش تا کمر بود,hafez
827,828,شاید که چو وابینی خیر تو در این باشد,hafez
828,829,چه دشمنی تو که از عشق دست و شمشیرت,saadi
829,830,به خواب دوش چنان دیدمی که زلفینش,saadi
830,831,که رفت عمر و هنوزم دماغ پر ز هواست,hafez
831,832,دور از لب مردمان دون باد,hafez
832,833,یکی درخت گل اندر فضای خلوت ماست,saadi
833,834,به صفای دل رندان صبوحی زدگان,hafez
834,835,چو برشکست صبا زلف عنبرافشانش,hafez
835,836,فتاد در سر حافظ هوای میخانه,hafez
836,837,الا ای ترک آتشروی ساقی,saadi
837,838,دانم که بگذرد ز سر جرم من که او,saadi
838,839,چو تلخ عیشی من بشنوی به خنده درآی,saadi
839,840,یک امشبی که در آغوش شاهد شکرم,saadi
840,841,دلا دلالت خیرت کنم به راه نجات,hafez
841,842,دمی با همدمی خرم ز جانم بر نمی‌آید,saadi
842,843,به ترک عشق تو گفتن نه طبع موزونست,saadi
843,844,چنگ بنواز و بساز ار نبود عود چه باک,hafez
844,845, ای آفتاب آینه دار جمال تو,hafez
845,846,حیرت عشاق را عیب کند بی بصر,saadi
846,847,بروید چون تو سروی بر لب جوی,saadi
847,848,کشتی عمرم شکسته‌ست از غمش,hafez
848,849,بسا هوشمندا که در کوی عشق,hafez
849,850,که هر که بی‌هنر افتد نظر به عیب کند,saadi
850,851,که زیارتگه رندان جهان خواهد بود,hafez
851,852,ز آهنین چنگال شاهین غمت,saadi
852,853,پیش خصم ایستاده چون سپری,saadi
853,854,دامن دوست به دنیا نتوان داد از دست,saadi
854,855,دستی به کام دل ز سپهر دغا که برد,hafez
855,856,مگر در آینه بینی و گر نه در آفاق,saadi
856,857,سعدیا گفتار شیرین پیش آن کام و دهان,saadi
857,858,پاکبازان بر شمشیر تو عمدا آیند,saadi
858,859,گر بکشم زهی طرب ور بکشد زهی شرف,saadi
859,860,ز ورد نیم شب و درس صبحگاه رسید,hafez
860,861,جفای عشق تو بر عقل من همان مثل است,saadi
861,862,کاشکی خاک بودمی در راه,saadi
862,863,به تیغ هندی دشمن قتال می‌نکند,saadi
863,864,صحبت حور نخواهم که بود عین قصور,hafez
864,865,این زمان سر به ره آرم چه حکایت باشد,hafez
865,866,عیش‌ها دارم در این آتش که بینی دم به دم,saadi
866,867,ببند یک نفس ای آسمان دریچه صبح,saadi
867,868,همواره مرا کوی خرابات مقام است,hafez
868,869,نه بی او می‌توان بودن نه با او می‌توان گفتن,saadi
869,870,گر ز پیش خود برانی چون سگ از مسجد مرا,saadi
870,871,به زان که خرقه بر سر زنار می‌کنم,hafez
871,872,گر به خون تشنه‌ای اینک من و سر باکی نیست,saadi
872,873,آن گه بگویمت که دو پیمانه درکشم,hafez
873,874,نثار خاک رهت نقد جان من هر چند,hafez
874,875,به قهر اگر بستیزد هزار تن بکشد,saadi
875,876,بند بر پای توقف چه کند گر نکند,saadi
876,877,تو از غرور جوانی همیشه در خوابی,hafez
877,878,وز تو بخشایش تو می‌خواهم,saadi
878,879,یا دل از چنبر عشق تو به من وانرسد,saadi
879,880,چراغ دولتش نوری ندارد,saadi
880,881,هر ناله و فریاد که کردم نشنیدی,saadi
881,882,طمع در آن لب شیرین نکردنم اولی,hafez
882,883,چون نرود بنده‌وار هر که برندش اسیر,saadi
883,884,بس غریب افتاده است آن مور خط گرد رخت,hafez
884,885,که ندانم به خویشتن پرداخت,saadi
885,886,عمری که بی حضور صراحی و جام رفت,hafez
886,887,یا ببندد خون از این موضع که سوزن می‌بری,saadi
887,888,در راه عشق وسوسه اهرمن بسیست,hafez
888,889,گواهی می‌دهد صورت بر اخلاقش به زیبایی,saadi
889,890,بلای عشق تو بنیاد زهد و بیخ ورع,hafez
890,891,پیغام دوستان برسانی بدان پری,saadi
891,892,همه عالم صنم چین به حکایت گویند,saadi
892,893,که بر دل است ندانم کدام برگیرم,saadi
893,894,من از کمند تو اول چو وحش می‌برمیدم,saadi
894,895,دیده بردوختی از خلق جهان چون بازم,saadi
895,896,اعتقادی بنما و بگذر بهر خدا,hafez
896,897,نفس باد صبا مشک فشان خواهد شد,hafez
897,898,ساقی چمن گل را بی روی تو رنگی نیست,hafez
898,899,گل بخندید که از راست نرنجیم ولی,hafez
899,900,گر آن شیرین پسر خونم بریزد,saadi
900,901,که هم نادیده می‌بینی و هم ننوشته می‌خوانی,hafez
901,902,هر که روی یاسمین و جعد سنبل بایدش,hafez
902,903,گر واسطه سخن نبودی,saadi
903,904,زنهار نگویی این نه نیکوست,saadi
904,905,گرگ دهن آلوده یوسف ندریده,saadi
905,906,تو پادشاه کجا یاد پاسبان آری,hafez
906,907,شمع من روز نیامد که شبم بفروزی,saadi
907,908,قیمت وصل نداند مگر آزرده هجر,saadi
908,909,بنشین که به خاطر بگرفتست نشانت,saadi
909,910,فرخنده آن کسی که به سمع رضا شنید,saadi
910,911,وز پی دیدن او دادن جان کار من است,saadi
911,912,حذر کنید ز باران دیده سعدی,saadi
912,913,دلم در بند تنهایی بفرسود,saadi
913,914,دست طلب داشتن ز دامن معشوق,saadi
914,915,که مکدر شود آیینه مهرآیینم,hafez
915,916,حق نگه دار که من می‌روم الله معک,hafez
916,917,سیرتی چون صورت مستحسنت,saadi
917,918, ای سروبالای سهی کز صورت حال آگهی,saadi
918,919, چشم خدا بر تو ای بدیع شمایل,saadi
919,920,ره ندیدم چو برفت از نظرم صورت دوست,saadi
920,921, دو چشم مست تو کز خواب صبح برخیزند,saadi
921,922,خرم تن او که چون روانش,saadi
922,923,آتشی بر سرم از داغ جدایی می‌رفت,saadi
923,924,نرسیدی بگرد جولانت,saadi
924,925,راز سربسته ما بین که به دستان گفتند,hafez
925,926,بجز پیشت نخواهم سر نهادن,saadi
926,927,پس چه فرق از ناطقی تا جامدی,saadi
927,928,تویی که بر سر خوبان کشوری چون تاج,saadi
928,929,من و انکار شراب این چه حکایت باشد,hafez
929,930,ای رقیب این همه سودا مکن و جنگ مجوی,hafez
930,931,مرا به علت بیگانگی ز خویش مران,saadi
931,932,عمریست پادشاها کز می تهیست جامم,hafez
932,933, دست با سرو روان چون نرسد در گردن,saadi
933,934,به ناز اگر بخرامی جهان خراب کنی,hafez
934,935,می خور که صد گناه ز اغیار در حجاب,hafez
935,936,که زاد این صورت منظور محبوب,saadi
936,937,به راه میکده حافظ خوش از جهان رفتی,hafez
937,938,پس از چندین تحمل‌ها که زیر بار غم کردی,saadi
938,939,گو بیامرز که من حامل اوزار تو باشم,saadi
939,940,یا بگریزم به چه مردانگی,saadi
940,941,چشم بد را گفتم الحمدی بدم پیرامنش,saadi
941,942,الا که بریزد استخوانم,saadi
942,943,نه ممکن است که مثل نگار ما باشد,saadi
943,944,نتوان مرد به سختی که من این جا زادم,saadi
944,945,چو نسرین صد گل آرد بار و چون بلبل هزار آرد,hafez
945,946,همه در سایه گیسوی نگار آخر شد,hafez
946,947,ربیع العمر فی مرعی حماکم,saadi
947,948,سبز است در و دشت بیا تا نگذاریم,hafez
948,949,گر منش دوست ندارم همه کس دارد دوست,saadi
949,950,برقی از منزل لیلی بدرخشید سحر,hafez
950,951,با طبع ملولت چه کند دل که نسازد,saadi
951,952,آن گاه توبه استغفرالله,hafez
952,953,سروقدی میان انجمنی,saadi
953,954,نه مرا طاقت غربت نه تو را خاطر قربت,saadi
954,955,باخبر از درد من الا خبیر,saadi
955,956,وان که با یار هودجش نظر است,saadi
956,957,آمد به گوش ناگهم آواز بلبلی,hafez
957,958,خورشید اگر تو روی نپوشی فرو رود,saadi
958,959,چو ذکر خیر طلب می‌کنی سخن این است,hafez
959,960,گفت خود دادی به ما دل حافظا,hafez
960,961,مداد نیست کز او می‌رود زلال است این,saadi
